Source Name	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[population]	Characteristics[coriell id]	Material Type	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[MD5]	Factor Value[immunoprecipitate]	Factor Value[coriell id]
NA11894_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11894	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11894_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11894_H3K27ac	sequencing assay	IP_11894_H3K27ac_120628_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_H3K27ac_120628_1_sorted.bam	9365bb5c8799d7954c987f1c9630c161	H3K27ac	NA11894
NA11894_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11894	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11894_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11894_H3K4me1	sequencing assay	IP_11894_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_H3K4me1_merge_sorted.bam	0cfbee60f64113a63bae90809f7e12a6	H3K4me1	NA11894
NA11894_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11894	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11894_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11894_H3K4me3	sequencing assay	IP_11894_H3K4me3_120521_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_H3K4me3_120521_2_sorted.bam	4c759cc1e3dfeb103e7d2ae537236213	H3K4me3	NA11894
NA11894_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11894	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11894_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11894_PU.1	sequencing assay	IP_11894_PU1_120521_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_PU1_120521_2_sorted.bam	130331ae24a9073bde720e839d621c5e	PU.1	NA11894
NA11894_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11894	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11894_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11894_RPB2	sequencing assay	IP_11894_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_RPB2_merge_sorted.bam	fb75fceff595da710fd2459e1592ad2a	RPB2	NA11894
NA11918_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11918	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11918_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11918_H3K27ac	sequencing assay	IP_11918_H3K27ac_120628_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11918_H3K27ac_120628_1_sorted.bam	e1b069d3402195520b508cac58f3f87c	H3K27ac	NA11918
NA11918_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11918	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11918_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11918_H3K4me1	sequencing assay	IP_11918_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11918_H3K4me1_merge_sorted.bam	863ad80fffe49f41bc21e743ef69145e	H3K4me1	NA11918
NA11918_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11918	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11918_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11918_H3K4me3	sequencing assay	IP_11918_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11918_H3K4me3_merge_sorted.bam	f4fa20e6a30039dc64ec3717e4564d18	H3K4me3	NA11918
NA11918_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11918	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11918_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11918_PU.1	sequencing assay	IP_11918_PU1_120521_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11918_PU1_120521_3_sorted.bam	5fd1186e3c1e68c8cf3de783d7a09cb7	PU.1	NA11918
NA11918_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11918	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11918_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11918_RPB2	sequencing assay	IP_11918_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11918_RPB2_merge_sorted.bam	4021fae16e9865c86ebd59d97cdb8c59	RPB2	NA11918
NA11920_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11920	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11920_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11920_H3K27ac	sequencing assay	IP_11920_H3K27ac_120628_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11920_H3K27ac_120628_2_sorted.bam	5ff7d09ae0d75bc6820b2529d98edeae	H3K27ac	NA11920
NA11920_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11920	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11920_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11920_H3K4me1	sequencing assay	IP_11920_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11920_H3K4me1_merge_sorted.bam	e1a279ac62bc3b467f688d658ac40b01	H3K4me1	NA11920
NA11920_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11920	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11920_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11920_H3K4me3	sequencing assay	IP_11920_H3K4me3_120605_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11920_H3K4me3_120605_2_sorted.bam	c77e8ce927fef5d61342249bef4428a6	H3K4me3	NA11920
NA11920_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11920	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11920_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11920_PU.1	sequencing assay	IP_11920_PU1_120605_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11920_PU1_120605_4_sorted.bam	fd4dce3279f050a6671d4628aecb0072	PU.1	NA11920
NA11920_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11920	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11920_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11920_RPB2	sequencing assay	IP_11920_RPB2_120515_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11920_RPB2_120515_8_sorted.bam	b6d935033a9772781c8f65cf062c6d3c	RPB2	NA11920
NA11931_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11931	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11931_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11931_H3K27ac	sequencing assay	IP_11931_H3K27ac_120628_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11931_H3K27ac_120628_2_sorted.bam	aa9ad39a3339b34ad30f31e055187dea	H3K27ac	NA11931
NA11931_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11931	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11931_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11931_H3K4me1	sequencing assay	IP_11931_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11931_H3K4me1_merge_sorted.bam	6b1404a93fa734cb0880921ac251878b	H3K4me1	NA11931
NA11931_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11931	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11931_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11931_H3K4me3	sequencing assay	IP_11931_H3K4me3_120605_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11931_H3K4me3_120605_7_sorted.bam	765bf349970ee6a495f4c0ebc7207bf3	H3K4me3	NA11931
NA11931_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11931	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11931_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11931_PU.1	sequencing assay	IP_11931_PU1_120605_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11931_PU1_120605_8_sorted.bam	3f241f69b1269256d9ccfc1be06a47bd	PU.1	NA11931
NA11931_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11931	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11931_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11931_RPB2	sequencing assay	IP_11931_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11931_RPB2_merge_sorted.bam	3ecfc9d2149898458b77a91a6bdff3b7	RPB2	NA11931
NA11992_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11992	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11992_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11992_H3K27ac	sequencing assay	IP_11992_H3K27ac_120628_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11992_H3K27ac_120628_2_sorted.bam	087a97e6a5a07fefd27a00e02be5f5f6	H3K27ac	NA11992
NA11992_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11992	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11992_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11992_H3K4me1	sequencing assay	IP_11992_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11992_H3K4me1_merge_sorted.bam	33456424bdc7dcf3fc1a57d38d9391a1	H3K4me1	NA11992
NA11992_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11992	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11992_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11992_H3K4me3	sequencing assay	IP_11992_H3K4me3_120521_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11992_H3K4me3_120521_6_sorted.bam	bb15bc24f477b2852f08d720e045eae2	H3K4me3	NA11992
NA11992_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11992	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11992_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11992_PU.1	sequencing assay	IP_11992_PU1_120612_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11992_PU1_120612_1_sorted.bam	a070d620c8f79ba6fe5ef3a7e0591c9e	PU.1	NA11992
NA11992_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11992	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11992_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11992_RPB2	sequencing assay	IP_11992_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11992_RPB2_merge_sorted.bam	4962dcc0615648461626d4ef518e2be7	RPB2	NA11992
NA11993_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11993	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11993_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11993_H3K27ac	sequencing assay	IP_11993_H3K27ac_120628_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11993_H3K27ac_120628_2_sorted.bam	905fe54bcf182634f59e341a18186227	H3K27ac	NA11993
NA11993_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11993	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11993_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11993_H3K4me1	sequencing assay	IP_11993_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11993_H3K4me1_merge_sorted.bam	257930e4439f0a0b9e3208b55cdb7e3c	H3K4me1	NA11993
NA11993_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11993	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11993_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11993_H3K4me3	sequencing assay	IP_11993_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11993_H3K4me3_merge_sorted.bam	2a1554989adbd2dd248a44bbda081237	H3K4me3	NA11993
NA11993_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11993	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11993_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11993_PU.1	sequencing assay	IP_11993_PU1_120521_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11993_PU1_120521_5_sorted.bam	7b078dfc624e79b1570ebaff2a56f2d2	PU.1	NA11993
NA11993_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11993	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11993_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11993_RPB2	sequencing assay	IP_11993_RPB2_120726_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11993_RPB2_120726_1_sorted.bam	9cc6fe67230669d5acc1f8acee3e00ec	RPB2	NA11993
NA11994_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11994	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11994_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11994_H3K27ac	sequencing assay	IP_11994_H3K27ac_120628_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11994_H3K27ac_120628_3_sorted.bam	5c29071e9e530ec70b616d803f076292	H3K27ac	NA11994
NA11994_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11994	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11994_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11994_H3K4me1	sequencing assay	IP_11994_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11994_H3K4me1_merge_sorted.bam	c51762278c19801af91545f81d197047	H3K4me1	NA11994
NA11994_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11994	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11994_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11994_H3K4me3	sequencing assay	IP_11994_H3K4me3_120605_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11994_H3K4me3_120605_5_sorted.bam	166a80ce70ad3ff3f9cba64dc90bee99	H3K4me3	NA11994
NA11994_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11994	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11994_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11994_PU.1	sequencing assay	IP_11994_PU1_120605_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11994_PU1_120605_7_sorted.bam	653a930591138d858c5e1160ac522323	PU.1	NA11994
NA11994_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11994	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11994_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11994_RPB2	sequencing assay	IP_11994_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11994_RPB2_merge_sorted.bam	f702bb123adfe34a85c473b970bd82e0	RPB2	NA11994
NA12005_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12005	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12005_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12005_H3K27ac	sequencing assay	IP_12005_H3K27ac_120628_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12005_H3K27ac_120628_3_sorted.bam	a45bec27e44b25877a26c91e5769dfc5	H3K27ac	NA12005
NA12005_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12005	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12005_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12005_H3K4me1	sequencing assay	IP_12005_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12005_H3K4me1_merge_sorted.bam	b8ad48c20b6b6c7b274c2517e4583c12	H3K4me1	NA12005
NA12005_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12005	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12005_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12005_H3K4me3	sequencing assay	IP_12005_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12005_H3K4me3_merge_sorted.bam	7c46c807146ecef2ab3b6fdfaa9b3cd4	H3K4me3	NA12005
NA12005_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12005	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12005_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12005_PU.1	sequencing assay	IP_12005_PU1_120605_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12005_PU1_120605_7_sorted.bam	99907d37a90cebf65de24b55b992f2eb	PU.1	NA12005
NA12005_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12005	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12005_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12005_RPB2	sequencing assay	IP_12005_RPB2_120515_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12005_RPB2_120515_1_sorted.bam	e7893ac10ff98df6c2524ec719803d74	RPB2	NA12005
NA12043_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12043	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12043_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12043_H3K27ac	sequencing assay	IP_12043_H3K27ac_120628_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12043_H3K27ac_120628_3_sorted.bam	dd804f917593fa8c2b265d7b6d5fd160	H3K27ac	NA12043
NA12043_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12043	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12043_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12043_H3K4me1	sequencing assay	IP_12043_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12043_H3K4me1_merge_sorted.bam	4304b94c0ce38e242cd6c917ac8a9fd5	H3K4me1	NA12043
NA12043_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12043	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12043_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12043_H3K4me3	sequencing assay	IP_12043_H3K4me3_120521_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12043_H3K4me3_120521_7_sorted.bam	3098d90b148a245808a412c8b979d468	H3K4me3	NA12043
