Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[sex]	Characteristics[cell type]	Characteristics[immunoprecipitate]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[sex]	Factor Value[immunoprecipitate]
ERS037328	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA2033962	GM12489-sc-2011-06-09T13:38:35Z-1162250	ERS037328	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919717_ERX664201	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	26	SEQUENCING_PROTOCOL_1	SC	ERX664201	sequencing assay	ERX664201	ERR720279_1	SC	ERR720279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720279/ERR720279_1.fastq.gz	female	CTCF
ERS037328	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA2033962	GM12489-sc-2011-06-09T13:38:35Z-1162250	ERS037328	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919717_ERX664201	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	26	SEQUENCING_PROTOCOL_1	SC	ERX664201	sequencing assay	ERX664201	ERR720279_2	SC	ERR720279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720279/ERR720279_2.fastq.gz	female	CTCF
ERS037330	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12749-sc-2011-06-09T13:38:36Z-1162252	ERS037330	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919719_ERX200508	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	14	SEQUENCING_PROTOCOL_1	SC	ERX200508	sequencing assay	ERX200508	ERR225848_1	SC	ERR225848	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225848/ERR225848_1.fastq.gz	female	CTCF
ERS037330	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12749-sc-2011-06-09T13:38:36Z-1162252	ERS037330	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919719_ERX200508	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	14	SEQUENCING_PROTOCOL_1	SC	ERX200508	sequencing assay	ERX200508	ERR225848_2	SC	ERR225848	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225848/ERR225848_2.fastq.gz	female	CTCF
ERS037331	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12750-sc-2011-06-09T13:38:37Z-1162253	ERS037331	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055152_ERX200524	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	19	SEQUENCING_PROTOCOL_1	SC	ERX200524	sequencing assay	ERX200524	ERR225864_1	SC	ERR225864	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225864/ERR225864_1.fastq.gz	male	    
ERS037331	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12750-sc-2011-06-09T13:38:37Z-1162253	ERS037331	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055152_ERX200524	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	19	SEQUENCING_PROTOCOL_1	SC	ERX200524	sequencing assay	ERX200524	ERR225864_2	SC	ERR225864	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225864/ERR225864_2.fastq.gz	male	    
ERS037332	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	SAMEA1944368	GM12751-sc-2011-06-09T13:38:38Z-1162254	ERS037332	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260237_ERX664204	PAIRED	ChIP	GENOMIC	ChIP-Seq	211	15	SEQUENCING_PROTOCOL_1	SC	ERX664204	sequencing assay	ERX664204	ERR720282_1	SC	ERR720282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720282/ERR720282_1.fastq.gz	female	    
ERS037332	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	SAMEA1944368	GM12751-sc-2011-06-09T13:38:38Z-1162254	ERS037332	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260237_ERX664204	PAIRED	ChIP	GENOMIC	ChIP-Seq	211	15	SEQUENCING_PROTOCOL_1	SC	ERX664204	sequencing assay	ERX664204	ERR720282_2	SC	ERR720282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720282/ERR720282_2.fastq.gz	female	    
ERS037332	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	SAMEA1944368	GM12751-sc-2011-06-09T13:38:38Z-1162254	ERS037332	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260237_ERX664208	PAIRED	ChIP	GENOMIC	ChIP-Seq	211	15	SEQUENCING_PROTOCOL_1	SC	ERX664208	sequencing assay	ERX664208	ERR720286_1	SC	ERR720286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720286/ERR720286_1.fastq.gz	female	    
ERS037332	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	SAMEA1944368	GM12751-sc-2011-06-09T13:38:38Z-1162254	ERS037332	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260237_ERX664208	PAIRED	ChIP	GENOMIC	ChIP-Seq	211	15	SEQUENCING_PROTOCOL_1	SC	ERX664208	sequencing assay	ERX664208	ERR720286_2	SC	ERR720286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720286/ERR720286_2.fastq.gz	female	    
ERS037333	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12760-sc-2011-06-09T13:38:38Z-1162255	ERS037333	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055153_ERX200525	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	19	SEQUENCING_PROTOCOL_1	SC	ERX200525	sequencing assay	ERX200525	ERR225865_1	SC	ERR225865	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225865/ERR225865_1.fastq.gz	male	    
ERS037333	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12760-sc-2011-06-09T13:38:38Z-1162255	ERS037333	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055153_ERX200525	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	19	SEQUENCING_PROTOCOL_1	SC	ERX200525	sequencing assay	ERX200525	ERR225865_2	SC	ERR225865	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225865/ERR225865_2.fastq.gz	male	    
ERS037334	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12761-sc-2011-06-09T13:38:39Z-1162256	ERS037334	LIBRARY_CONSTRUCTION_PROTOCOL_1	3633630_ERX200544	PAIRED	ChIP	GENOMIC	ChIP-Seq	192	55	SEQUENCING_PROTOCOL_1	SC	ERX200544	sequencing assay	ERX200544	ERR225884_1	SC	ERR225884	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225884/ERR225884_1.fastq.gz	female	    
ERS037334	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12761-sc-2011-06-09T13:38:39Z-1162256	ERS037334	LIBRARY_CONSTRUCTION_PROTOCOL_1	3633630_ERX200544	PAIRED	ChIP	GENOMIC	ChIP-Seq	192	55	SEQUENCING_PROTOCOL_1	SC	ERX200544	sequencing assay	ERX200544	ERR225884_2	SC	ERR225884	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225884/ERR225884_2.fastq.gz	female	    
ERS037335	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12762-sc-2011-06-09T13:38:39Z-1162257	ERS037335	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055154_ERX200510	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	16	SEQUENCING_PROTOCOL_1	SC	ERX200510	sequencing assay	ERX200510	ERR225850_1	SC	ERR225850	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225850/ERR225850_1.fastq.gz	male	    
ERS037335	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12762-sc-2011-06-09T13:38:39Z-1162257	ERS037335	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055154_ERX200510	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	16	SEQUENCING_PROTOCOL_1	SC	ERX200510	sequencing assay	ERX200510	ERR225850_2	SC	ERR225850	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225850/ERR225850_2.fastq.gz	male	    
ERS037336	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12763-sc-2011-06-09T13:38:39Z-1162258	ERS037336	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055155_ERX200511	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	16	SEQUENCING_PROTOCOL_1	SC	ERX200511	sequencing assay	ERX200511	ERR225851_1	SC	ERR225851	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225851/ERR225851_1.fastq.gz	female	    
ERS037336	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12763-sc-2011-06-09T13:38:39Z-1162258	ERS037336	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055155_ERX200511	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	16	SEQUENCING_PROTOCOL_1	SC	ERX200511	sequencing assay	ERX200511	ERR225851_2	SC	ERR225851	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225851/ERR225851_2.fastq.gz	female	    
ERS037337	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12776-sc-2011-06-09T13:38:41Z-1162259	ERS037337	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144630_ERX664194	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	37	SEQUENCING_PROTOCOL_1	SC	ERX664194	sequencing assay	ERX664194	ERR720272_1	SC	ERR720272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720272/ERR720272_1.fastq.gz	female	    
ERS037337	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12776-sc-2011-06-09T13:38:41Z-1162259	ERS037337	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144630_ERX664194	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	37	SEQUENCING_PROTOCOL_1	SC	ERX664194	sequencing assay	ERX664194	ERR720272_2	SC	ERR720272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720272/ERR720272_2.fastq.gz	female	    
ERS037338	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12812-sc-2011-06-09T13:38:41Z-1162260	ERS037338	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919720_ERX200509	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	14	SEQUENCING_PROTOCOL_1	SC	ERX200509	sequencing assay	ERX200509	ERR225849_1	SC	ERR225849	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225849/ERR225849_1.fastq.gz	male	CTCF
ERS037338	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12812-sc-2011-06-09T13:38:41Z-1162260	ERS037338	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919720_ERX200509	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	14	SEQUENCING_PROTOCOL_1	SC	ERX200509	sequencing assay	ERX200509	ERR225849_2	SC	ERR225849	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225849/ERR225849_2.fastq.gz	male	CTCF
ERS037339	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12813-sc-2011-06-09T13:38:42Z-1162261	ERS037339	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144631_ERX664195	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	37	SEQUENCING_PROTOCOL_1	SC	ERX664195	sequencing assay	ERX664195	ERR720273_1	SC	ERR720273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720273/ERR720273_1.fastq.gz	female	    
ERS037339	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12813-sc-2011-06-09T13:38:42Z-1162261	ERS037339	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144631_ERX664195	PAIRED	ChIP	GENOMIC	ChIP-Seq	216	37	SEQUENCING_PROTOCOL_1	SC	ERX664195	sequencing assay	ERX664195	ERR720273_2	SC	ERR720273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720273/ERR720273_2.fastq.gz	female	    
ERS037340	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12814-sc-2011-06-09T13:38:42Z-1162262	ERS037340	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977758_ERX200512	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	16	SEQUENCING_PROTOCOL_1	SC	ERX200512	sequencing assay	ERX200512	ERR225852_1	SC	ERR225852	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225852/ERR225852_1.fastq.gz	male	CTCF
ERS037340	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12814-sc-2011-06-09T13:38:42Z-1162262	ERS037340	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977758_ERX200512	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	16	SEQUENCING_PROTOCOL_1	SC	ERX200512	sequencing assay	ERX200512	ERR225852_2	SC	ERR225852	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225852/ERR225852_2.fastq.gz	male	CTCF
ERS037340	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12814-sc-2011-06-09T13:38:42Z-1162262	ERS037340	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977758_ERX200536	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	18	SEQUENCING_PROTOCOL_1	SC	ERX200536	sequencing assay	ERX200536	ERR225876_1	SC	ERR225876	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225876/ERR225876_1.fastq.gz	male	CTCF
ERS037340	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12814-sc-2011-06-09T13:38:42Z-1162262	ERS037340	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977758_ERX200536	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	18	SEQUENCING_PROTOCOL_1	SC	ERX200536	sequencing assay	ERX200536	ERR225876_2	SC	ERR225876	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225876/ERR225876_2.fastq.gz	male	CTCF
ERS037341	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12815-sc-2011-06-09T13:38:42Z-1162263	ERS037341	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977764_ERX200513	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	16	SEQUENCING_PROTOCOL_1	SC	ERX200513	sequencing assay	ERX200513	ERR225853_1	SC	ERR225853	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225853/ERR225853_1.fastq.gz	female	CTCF
ERS037341	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12815-sc-2011-06-09T13:38:42Z-1162263	ERS037341	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977764_ERX200513	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	16	SEQUENCING_PROTOCOL_1	SC	ERX200513	sequencing assay	ERX200513	ERR225853_2	SC	ERR225853	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225853/ERR225853_2.fastq.gz	female	CTCF
ERS037341	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12815-sc-2011-06-09T13:38:42Z-1162263	ERS037341	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977764_ERX200537	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	18	SEQUENCING_PROTOCOL_1	SC	ERX200537	sequencing assay	ERX200537	ERR225877_1	SC	ERR225877	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225877/ERR225877_1.fastq.gz	female	CTCF
ERS037341	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12815-sc-2011-06-09T13:38:42Z-1162263	ERS037341	LIBRARY_CONSTRUCTION_PROTOCOL_1	2977764_ERX200537	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	18	SEQUENCING_PROTOCOL_1	SC	ERX200537	sequencing assay	ERX200537	ERR225877_2	SC	ERR225877	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225877/ERR225877_2.fastq.gz	female	CTCF
ERS037342	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12828-sc-2011-06-09T13:38:43Z-1162264	ERS037342	LIBRARY_CONSTRUCTION_PROTOCOL_1	2978748_ERX200514	PAIRED	ChIP	GENOMIC	ChIP-Seq	208	12	SEQUENCING_PROTOCOL_1	SC	ERX200514	sequencing assay	ERX200514	ERR225854_1	SC	ERR225854	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225854/ERR225854_1.fastq.gz	female	CTCF
ERS037342	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12828-sc-2011-06-09T13:38:43Z-1162264	ERS037342	LIBRARY_CONSTRUCTION_PROTOCOL_1	2978748_ERX200514	PAIRED	ChIP	GENOMIC	ChIP-Seq	208	12	SEQUENCING_PROTOCOL_1	SC	ERX200514	sequencing assay	ERX200514	ERR225854_2	SC	ERR225854	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225854/ERR225854_2.fastq.gz	female	CTCF
ERS037343	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12872-sc-2011-06-09T13:38:44Z-1162265	ERS037343	LIBRARY_CONSTRUCTION_PROTOCOL_1	2978749_ERX200515	PAIRED	ChIP	GENOMIC	ChIP-Seq	208	12	SEQUENCING_PROTOCOL_1	SC	ERX200515	sequencing assay	ERX200515	ERR225855_1	SC	ERR225855	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225855/ERR225855_1.fastq.gz	male	CTCF
ERS037343	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12872-sc-2011-06-09T13:38:44Z-1162265	ERS037343	LIBRARY_CONSTRUCTION_PROTOCOL_1	2978749_ERX200515	PAIRED	ChIP	GENOMIC	ChIP-Seq	208	12	SEQUENCING_PROTOCOL_1	SC	ERX200515	sequencing assay	ERX200515	ERR225855_2	SC	ERR225855	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225855/ERR225855_2.fastq.gz	male	CTCF
ERS037344	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12873-sc-2011-06-09T13:38:44Z-1162266	ERS037344	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260239_ERX664209	PAIRED	ChIP	GENOMIC	ChIP-Seq	211	15	SEQUENCING_PROTOCOL_1	SC	ERX664209	sequencing assay	ERX664209	ERR720287_1	SC	ERR720287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720287/ERR720287_1.fastq.gz	female	    
ERS037344	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12873-sc-2011-06-09T13:38:44Z-1162266	ERS037344	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260239_ERX664209	PAIRED	ChIP	GENOMIC	ChIP-Seq	211	15	SEQUENCING_PROTOCOL_1	SC	ERX664209	sequencing assay	ERX664209	ERR720287_2	SC	ERR720287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720287/ERR720287_2.fastq.gz	female	    
ERS037345	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12874-sc-2011-06-09T13:38:45Z-1162267	ERS037345	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144632_ERX200526	PAIRED	ChIP	GENOMIC	ChIP-Seq	212	19	SEQUENCING_PROTOCOL_1	SC	ERX200526	sequencing assay	ERX200526	ERR225866_1	SC	ERR225866	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225866/ERR225866_1.fastq.gz	male	CTCF
ERS037345	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12874-sc-2011-06-09T13:38:45Z-1162267	ERS037345	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144632_ERX200526	PAIRED	ChIP	GENOMIC	ChIP-Seq	212	19	SEQUENCING_PROTOCOL_1	SC	ERX200526	sequencing assay	ERX200526	ERR225866_2	SC	ERR225866	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225866/ERR225866_2.fastq.gz	male	CTCF
ERS037346	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep1-sc-2011-06-09T13:38:46Z-1162268	ERS037346	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144633_ERX200527	PAIRED	ChIP	GENOMIC	ChIP-Seq	212	19	SEQUENCING_PROTOCOL_1	SC	ERX200527	sequencing assay	ERX200527	ERR225867_1	SC	ERR225867	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225867/ERR225867_1.fastq.gz	male	    
ERS037346	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep1-sc-2011-06-09T13:38:46Z-1162268	ERS037346	LIBRARY_CONSTRUCTION_PROTOCOL_1	3144633_ERX200527	PAIRED	ChIP	GENOMIC	ChIP-Seq	212	19	SEQUENCING_PROTOCOL_1	SC	ERX200527	sequencing assay	ERX200527	ERR225867_2	SC	ERR225867	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225867/ERR225867_2.fastq.gz	male	    
ERS037347	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep2-sc-2011-06-09T13:38:46Z-1162269	ERS037347	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260823_ERX664205	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	12	SEQUENCING_PROTOCOL_1	SC	ERX664205	sequencing assay	ERX664205	ERR720283_1	SC	ERR720283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720283/ERR720283_1.fastq.gz	male	    
ERS037347	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep2-sc-2011-06-09T13:38:46Z-1162269	ERS037347	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260823_ERX664205	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	12	SEQUENCING_PROTOCOL_1	SC	ERX664205	sequencing assay	ERX664205	ERR720283_2	SC	ERR720283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720283/ERR720283_2.fastq.gz	male	    
ERS037348	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep3-sc-2011-06-09T13:38:47Z-1162270	ERS037348	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260824_ERX664206	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	12	SEQUENCING_PROTOCOL_1	SC	ERX664206	sequencing assay	ERX664206	ERR720284_1	SC	ERR720284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720284/ERR720284_1.fastq.gz	male	    
ERS037348	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep3-sc-2011-06-09T13:38:47Z-1162270	ERS037348	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260824_ERX664206	PAIRED	ChIP	GENOMIC	ChIP-Seq	221	12	SEQUENCING_PROTOCOL_1	SC	ERX664206	sequencing assay	ERX664206	ERR720284_2	SC	ERR720284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720284/ERR720284_2.fastq.gz	male	    
ERS037349	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep4-sc-2011-06-09T13:38:47Z-1162271	ERS037349	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737639_ERX200549	PAIRED	ChIP	GENOMIC	ChIP-Seq	247	90	SEQUENCING_PROTOCOL_1	SC	ERX200549	sequencing assay	ERX200549	ERR225889_1	SC	ERR225889	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225889/ERR225889_1.fastq.gz	male	    
ERS037349	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12891_rep4-sc-2011-06-09T13:38:47Z-1162271	ERS037349	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737639_ERX200549	PAIRED	ChIP	GENOMIC	ChIP-Seq	247	90	SEQUENCING_PROTOCOL_1	SC	ERX200549	sequencing assay	ERX200549	ERR225889_2	SC	ERR225889	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225889/ERR225889_2.fastq.gz	male	    
ERS037352	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep2-sc-2011-06-09T13:38:49Z-1162274	ERS037352	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260872_ERX664207	PAIRED	ChIP	GENOMIC	ChIP-Seq	214	15	SEQUENCING_PROTOCOL_1	SC	ERX664207	sequencing assay	ERX664207	ERR720285_1	SC	ERR720285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720285/ERR720285_1.fastq.gz	female	    
ERS037352	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep2-sc-2011-06-09T13:38:49Z-1162274	ERS037352	LIBRARY_CONSTRUCTION_PROTOCOL_1	3260872_ERX664207	PAIRED	ChIP	GENOMIC	ChIP-Seq	214	15	SEQUENCING_PROTOCOL_1	SC	ERX664207	sequencing assay	ERX664207	ERR720285_2	SC	ERR720285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720285/ERR720285_2.fastq.gz	female	    
